naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4,cap_labor_ratio,non_prod_workers,labor_productivity,revenue_per_worker,naics_title,match_level,short_title,short_label,full_label,Industry,robots_adopted,robotics_productivity_gain,robotics_cost_savings,jobs_displaced,training_hours,manuf_export_share,gdp_per_capita,inflation,real_gdp
332439,2016,10.2,517.9,7.8,17.1,328.0,3169.3,1707.3,1446.7,80.3,281.0,46.0,1498.8,1116.3,382.5,1.021000028,0.889999986,1.013000011,0.950999975,-0.068000004,0.926999986,-0.068000004,0.926999986,146.94117647058823,2.3999999999999995,141.83333333333334,310.71568627450984,Other Metal Container Manufacturing,exact,Other Metal Container Mfg,332439 | Other Metal Container Mfg,332439 - Other Metal Container Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332439,2017,9.7,485.8,7.8,15.9,334.1,3039.3,1653.1,1406.2,71.6,302.8,40.1,,,,1.062000036,0.962000012,,1.05400002,,,,,,1.8999999999999995,144.96907216494847,313.32989690721655,Other Metal Container Manufacturing,exact,Other Metal Container Mfg,332439 | Other Metal Container Mfg,332439 - Other Metal Container Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332439,2018,10.6,535.7,8.5,17.2,361.1,3296.4,1779.0,1524.6,,341.9,45.4,,,,1.143000007,1.047000051,,1.070000052,,,,,,2.0999999999999996,143.83018867924528,310.9811320754717,Other Metal Container Manufacturing,exact,Other Metal Container Mfg,332439 | Other Metal Container Mfg,332439 - Other Metal Container Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332510,2015,27.1,1364.1,18.1,37.1,710.4,8289.8,3961.4,4350.8,163.1,1104.0,65.5,4012.0,2726.2,1285.9,1.059999943,0.977999985,1.008000016,1.027999997,-0.017999999,1.0,-0.017999999,1.0,148.04428044280442,9.0,160.5461254612546,305.89667896678964,Hardware Manufacturing,exact,Hardware Mfg,332510 | Hardware Mfg,332510 - Hardware Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332510,2016,27.6,1410.1,18.2,36.5,698.2,8454.9,3897.1,4591.9,179.2,1108.9,63.2,3906.8,2657.2,1249.6,1.065000057,0.964999974,1.004999995,1.019000053,0.025,1.026000023,0.025,1.026000023,141.55072463768116,9.400000000000002,166.37318840579707,306.3369565217391,Hardware Manufacturing,exact,Hardware Mfg,332510 | Hardware Mfg,332510 - Hardware Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332510,2017,30.1,1497.5,20.8,40.2,821.7,8576.9,3818.5,4808.4,188.1,1207.4,66.8,,,,1.083999991,1.001000047,,1.136000037,,,,,,9.3,159.7475083056478,284.94684385382055,Hardware Manufacturing,exact,Hardware Mfg,332510 | Hardware Mfg,332510 - Hardware Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332510,2018,29.8,1540.6,20.2,38.3,855.4,9092.8,4110.9,5057.8,,1326.1,70.9,,,,1.110999942,1.042000055,,1.159999967,,,,,,9.600000000000001,169.72483221476512,305.12751677852344,Hardware Manufacturing,exact,Hardware Mfg,332510 | Hardware Mfg,332510 - Hardware Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332613,2015,15.1,777.9,11.6,25.3,514.2,4214.3,2032.6,2191.9,148.2,508.5,64.8,2028.0,1483.3,544.7,1.019000053,0.90200001,1.011999965,0.961000025,-0.017999999,0.999000013,-0.017999999,0.999000013,134.3046357615894,3.5,145.158940397351,279.0927152317881,Spring Manufacturing,exact,Spring Mfg,332613 | Spring Mfg,332613 - Spring Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332613,2016,15.2,789.0,11.8,25.8,513.4,4085.6,1871.5,2198.1,148.8,486.9,63.5,2052.5,1520.3,532.2,1.006999969,0.876999974,1.008000016,0.925000012,0.002,1.001000047,0.002,1.001000047,135.0328947368421,3.3999999999999986,144.61184210526315,268.7894736842105,Spring Manufacturing,exact,Spring Mfg,332613 | Spring Mfg,332613 - Spring Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332613,2017,16.8,856.8,13.4,27.3,566.8,4033.1,1772.7,2286.5,117.3,544.5,59.3,,,,1.011000037,0.93599999,,1.027999997,,,,,,3.4000000000000004,136.10119047619048,240.06547619047618,Spring Manufacturing,exact,Spring Mfg,332613 | Spring Mfg,332613 - Spring Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332613,2018,17.6,889.5,14.3,28.9,625.1,4355.7,1918.0,2457.4,,579.6,60.2,,,,1.06400001,0.986999989,,1.047999978,,,,,,3.3000000000000007,139.625,247.4829545454545,Spring Manufacturing,exact,Spring Mfg,332613 | Spring Mfg,332613 - Spring Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332618,2015,21.4,985.7,15.4,32.1,570.4,4923.4,2466.2,2452.4,133.9,709.3,61.8,2525.0,1720.3,804.7,1.016000032,0.90200001,1.011000037,0.985000014,-0.018999999,0.976000011,-0.018999999,0.976000011,117.99065420560748,5.999999999999998,114.5981308411215,230.06542056074767,Other Fabricated Wire Product Manufacturing,exact,Other Fab Wire Prod Mfg,332618 | Other Fab Wire Prod Mfg,332618 - Other Fabricated Wire Product Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332618,2016,20.9,1001.2,15.0,31.5,557.7,4912.7,2368.3,2599.1,150.4,745.6,59.1,2494.9,1700.9,794.0,1.003999949,0.876999974,1.008000016,0.944999993,0.023,0.999000013,0.023,0.999000013,119.3732057416268,5.899999999999999,124.35885167464116,235.05741626794259,Other Fabricated Wire Product Manufacturing,exact,Other Fab Wire Prod Mfg,332618 | Other Fab Wire Prod Mfg,332618 - Other Fabricated Wire Product Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332618,2017,21.4,1014.1,16.0,31.5,630.9,5179.7,2492.0,2764.4,119.4,805.1,59.2,,,,1.006999969,0.93599999,,1.052000046,,,,,,5.399999999999999,129.17757009345794,242.04205607476635,Other Fabricated Wire Product Manufacturing,exact,Other Fab Wire Prod Mfg,332618 | Other Fab Wire Prod Mfg,332618 - Other Fabricated Wire Product Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332618,2018,20.8,1024.0,15.4,29.4,637.4,5644.3,2757.9,2916.3,,859.7,62.6,,,,1.049999952,0.986999989,,1.072999954,,,,,,5.4,140.20673076923077,271.3605769230769,Other Fabricated Wire Product Manufacturing,exact,Other Fab Wire Prod Mfg,332618 | Other Fab Wire Prod Mfg,332618 - Other Fabricated Wire Product Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332710,2015,236.6,12322.0,174.1,362.7,8302.1,38161.4,13475.6,24686.9,1732.8,4861.6,521.2,22702.5,18900.2,3802.3,1.004999995,0.986000001,1.00999999,0.97299999,-0.050000001,0.952000022,-0.050000001,0.952000022,95.9530853761623,62.5,104.34023668639054,161.29078613694,Machine Shops,exact,Machine Shops,332710 | Machine Shops,332710 - Machine Shops,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332710,2016,220.6,11848.0,160.9,330.8,7976.5,35851.3,12620.8,23283.2,1830.8,4853.8,500.0,22866.9,19066.2,3800.7,1.006000042,0.97299999,1.006999969,0.944999993,-0.022,0.930999994,-0.022,0.930999994,103.65775158658205,59.69999999999999,105.54487760652766,162.51722574796014,Machine Shops,exact,Machine Shops,332710 | Machine Shops,332710 - Machine Shops,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332710,2017,227.2,12002.6,178.1,334.9,8458.0,36887.1,13005.8,24066.8,2121.7,5021.2,507.3,,,,1.008000016,1.006000042,,1.052999973,,,,,,49.099999999999994,105.92781690140845,162.35519366197184,Machine Shops,exact,Machine Shops,332710 | Machine Shops,332710 - Machine Shops,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332710,2018,231.8,12554.1,181.7,339.2,8918.1,40744.9,14307.7,26755.4,,5530.8,533.9,,,,1.029000044,1.052000046,,1.074000001,,,,,,50.10000000000002,115.42450388265746,175.77610008628128,Machine Shops,exact,Machine Shops,332710 | Machine Shops,332710 - Machine Shops,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332721,2015,100.4,5101.9,77.1,164.1,3527.7,17918.4,6821.9,11164.8,898.6,2525.7,272.5,9002.9,7855.7,1147.2,0.987999976,0.949999988,1.008000016,0.999000013,-0.028999999,0.922999978,-0.028999999,0.922999978,89.67031872509959,23.30000000000001,111.203187250996,178.47011952191235,Precision Turned Product Manufacturing,exact,Precision Turned Prod Mfg,332721 | Precision Turned Prod Mfg,332721 - Precision Turned Product Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332721,2016,93.7,4874.4,70.5,147.8,3359.3,16906.7,6265.5,10671.9,1152.2,2415.6,255.5,9297.9,8137.5,1160.3,0.985000014,0.930000007,1.004999995,0.981000006,-0.022,0.90200001,-0.022,0.90200001,99.23052294557097,23.200000000000003,113.89434364994663,180.4343649946638,Precision Turned Product Manufacturing,exact,Precision Turned Prod Mfg,332721 | Precision Turned Prod Mfg,332721 - Precision Turned Product Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332721,2017,102.4,5511.9,80.8,158.0,3831.0,19058.0,7253.6,11929.9,1223.5,2732.4,286.9,,,,0.989000022,0.975000024,,1.095000029,,,,,,21.60000000000001,116.50292968749999,186.11328125,Precision Turned Product Manufacturing,exact,Precision Turned Prod Mfg,332721 | Precision Turned Prod Mfg,332721 - Precision Turned Product Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332721,2018,105.1,5803.3,83.7,161.4,4118.6,20856.8,7814.9,13161.6,,3024.3,303.4,,,,1.00999999,1.023000002,,1.118999958,,,,,,21.39999999999999,125.22930542340629,198.44719314938155,Precision Turned Product Manufacturing,exact,Precision Turned Prod Mfg,332721 | Precision Turned Prod Mfg,332721 - Precision Turned Product Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332722,2015,34.5,1986.8,25.8,55.6,1301.0,10433.7,4749.8,5705.5,303.6,1765.5,142.4,4921.2,3649.6,1271.6,1.029999971,0.949999988,1.013000011,1.027999997,-0.013,1.016000032,-0.013,1.016000032,142.64347826086956,8.7,165.3768115942029,302.4260869565218,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",exact,"Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 | Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 - Bolt, Nut, Screw, Rivet, and Washer Manufacturing",Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332722,2016,34.1,1978.1,25.4,54.8,1297.5,10023.2,4449.9,5565.8,392.4,1744.9,134.1,4883.2,3627.0,1256.2,1.036000013,0.930000007,1.011000037,0.999000013,-0.021,0.995000005,-0.021,0.995000005,143.2023460410557,8.700000000000003,163.2199413489736,293.93548387096774,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",exact,"Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 | Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 - Bolt, Nut, Screw, Rivet, and Washer Manufacturing",Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332722,2017,34.9,2105.4,26.6,56.4,1401.4,10685.4,5076.7,5647.6,292.0,1840.9,148.5,,,,1.036999941,0.975000024,,1.111999989,,,,,,8.299999999999997,161.8223495702006,306.1719197707736,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",exact,"Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 | Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 - Bolt, Nut, Screw, Rivet, and Washer Manufacturing",Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332722,2018,35.7,2166.7,27.1,56.3,1464.0,11229.0,5329.0,6025.8,,2067.0,155.4,,,,1.062000036,1.023000002,,1.136000037,,,,,,8.600000000000001,168.78991596638656,314.5378151260504,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",exact,"Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 | Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 - Bolt, Nut, Screw, Rivet, and Washer Manufacturing",Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332811,2015,20.9,1154.7,15.9,33.6,767.8,6106.5,2188.3,3811.1,226.7,789.6,259.0,3088.3,2416.5,671.8,1.003999949,0.939999998,1.011000037,0.971000016,-0.149000004,0.896000028,-0.149000004,0.896000028,147.76555023923447,4.999999999999998,182.34928229665073,292.177033492823,Metal Heat Treating,exact,Metal Heat Treating,332811 | Metal Heat Treating,332811 - Metal Heat Treating,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332811,2016,19.8,1100.9,14.8,30.8,703.1,5275.9,1734.4,3449.3,224.7,695.6,233.1,3123.8,2451.6,672.2,1.018000007,0.916000009,1.008999944,0.949999988,-0.083999999,0.823000014,-0.083999999,0.824000001,157.76767676767676,5.0,174.2070707070707,266.45959595959596,Metal Heat Treating,exact,Metal Heat Treating,332811 | Metal Heat Treating,332811 - Metal Heat Treating,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332811,2017,20.4,1128.1,15.9,33.0,763.8,4953.2,1483.6,3530.6,213.4,773.9,257.3,,,,1.037999988,0.964999974,,1.054999948,,,,,,4.499999999999998,173.0686274509804,242.80392156862746,Metal Heat Treating,exact,Metal Heat Treating,332811 | Metal Heat Treating,332811 - Metal Heat Treating,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332811,2018,21.1,1206.0,16.7,34.7,831.5,5308.3,1586.3,3789.7,,930.7,287.5,,,,1.06400001,1.024999976,,1.072999954,,,,,,4.400000000000002,179.60663507109004,251.5781990521327,Metal Heat Treating,exact,Metal Heat Treating,332811 | Metal Heat Treating,332811 - Metal Heat Treating,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332812,2015,50.5,2445.3,39.8,84.3,1674.6,13271.8,6128.7,7099.1,344.1,1382.5,335.5,5959.8,4638.7,1321.1,1.019999981,0.939999998,1.014999986,0.964999974,-0.068999998,0.947000027,-0.068999998,0.947000027,118.01584158415842,10.700000000000003,140.57623762376238,262.8079207920792,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",exact,"Metal Coating, Engraving (except Jewe...","332812 | Metal Coating, Engraving (except Jewe...","332812 - Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332812,2016,50.5,2376.4,39.6,82.6,1667.1,12997.6,5911.4,7163.9,369.1,1373.2,315.4,5971.7,4644.2,1327.4,1.018000007,0.916000009,1.011999965,0.925999999,-0.013,0.935000002,-0.013,0.93599999,118.25148514851485,10.899999999999999,141.85940594059406,257.3782178217822,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",exact,"Metal Coating, Engraving (except Jewe...","332812 | Metal Coating, Engraving (except Jewe...","332812 - Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332812,2017,51.2,2453.3,41.6,81.1,1693.5,13394.9,5833.0,7676.8,346.3,1504.5,307.2,,,,1.031999946,0.964999974,,1.027999997,,,,,,9.600000000000001,149.9375,261.619140625,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",exact,"Metal Coating, Engraving (except Jewe...","332812 | Metal Coating, Engraving (except Jewe...","332812 - Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332812,2018,52.0,2620.1,42.0,83.2,1848.7,14885.9,6321.7,8694.8,,1728.3,324.3,,,,1.047000051,1.024999976,,1.046000004,,,,,,10.0,167.2076923076923,286.26730769230767,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",exact,"Metal Coating, Engraving (except Jewe...","332812 | Metal Coating, Engraving (except Jewe...","332812 - Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332813,2015,49.8,2261.5,38.4,78.3,1469.8,7511.1,2422.6,5075.8,251.4,425.1,277.5,3934.8,2720.7,1214.1,1.049999952,0.939999998,1.011999965,0.95599997,-0.023,0.986999989,-0.023,0.986999989,79.01204819277109,11.399999999999999,101.92369477911647,150.82530120481928,"Electroplating, Plating, Polishing, Anodizing, and Coloring",exact,"Electroplating, Plating, Polishing, A...","332813 | Electroplating, Plating, Polishing, A...","332813 - Electroplating, Plating, Polishing, Anodizing, and Coloring",Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332813,2016,49.8,2290.8,38.5,77.6,1477.4,7408.5,2315.9,5099.0,299.6,446.7,269.1,3927.3,2730.4,1196.9,1.070000052,0.916000009,1.00999999,0.933000028,-0.022,0.964999974,-0.022,0.964999974,78.86144578313254,11.299999999999997,102.38955823293173,148.76506024096386,"Electroplating, Plating, Polishing, Anodizing, and Coloring",exact,"Electroplating, Plating, Polishing, A...","332813 | Electroplating, Plating, Polishing, A...","332813 - Electroplating, Plating, Polishing, Anodizing, and Coloring",Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332813,2017,49.8,2218.3,40.4,77.4,1496.0,7187.2,2312.1,4891.9,291.3,482.8,255.1,,,,1.090000033,0.964999974,,1.036000013,,,,,,9.399999999999999,98.23092369477911,144.32128514056225,"Electroplating, Plating, Polishing, Anodizing, and Coloring",exact,"Electroplating, Plating, Polishing, A...","332813 | Electroplating, Plating, Polishing, A...","332813 - Electroplating, Plating, Polishing, Anodizing, and Coloring",Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332813,2018,50.0,2278.9,40.6,75.2,1568.9,7623.2,2512.3,5135.0,,521.7,272.8,,,,1.120000005,1.024999976,,1.054999948,,,,,,9.399999999999999,102.7,152.464,"Electroplating, Plating, Polishing, Anodizing, and Coloring",exact,"Electroplating, Plating, Polishing, A...","332813 | Electroplating, Plating, Polishing, A...","332813 - Electroplating, Plating, Polishing, Anodizing, and Coloring",Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332911,2015,37.6,2255.4,24.4,50.8,1178.0,13102.6,5404.1,7679.0,204.6,2646.6,107.5,4783.7,3441.8,1341.9,1.080000043,0.970000029,1.011999965,0.984000027,-0.046999998,0.948000014,-0.046999998,0.948000014,127.22606382978722,13.200000000000003,204.2287234042553,348.47340425531917,Industrial Valve Manufacturing,exact,Industrial Valve Mfg,332911 | Industrial Valve Mfg,332911 - Industrial Valve Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332911,2016,35.7,2155.6,23.3,46.4,1133.1,12143.3,4762.9,7187.7,248.0,2454.0,102.4,4704.8,3380.2,1324.6,1.100999951,0.954999983,1.008999944,0.975000024,-0.029999999,0.920000017,-0.029999999,0.920000017,131.78711484593836,12.400000000000002,201.33613445378148,340.14845938375345,Industrial Valve Manufacturing,exact,Industrial Valve Mfg,332911 | Industrial Valve Mfg,332911 - Industrial Valve Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332911,2017,35.2,2174.0,23.5,45.6,1157.8,11637.1,4762.8,6860.2,215.3,2323.8,97.9,,,,1.121000051,0.994000018,,1.088000059,,,,,,11.700000000000003,194.89204545454544,330.5994318181818,Industrial Valve Manufacturing,exact,Industrial Valve Mfg,332911 | Industrial Valve Mfg,332911 - Industrial Valve Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332911,2018,37.3,2467.2,25.0,51.2,1309.1,13467.6,5533.7,8032.8,,2569.5,109.3,,,,1.167000055,1.034999967,,1.111999989,,,,,,12.299999999999997,215.3565683646113,361.06166219839145,Industrial Valve Manufacturing,exact,Industrial Valve Mfg,332911 | Industrial Valve Mfg,332911 - Industrial Valve Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332912,2015,33.7,2012.8,22.2,44.9,1009.1,9845.5,4414.2,5397.6,232.8,2111.9,82.2,3618.6,2757.5,861.1,1.039000034,0.970000029,1.014999986,1.19599998,-0.037999999,0.949999988,-0.037999999,0.949999988,107.37685459940651,11.500000000000004,160.16617210682492,292.15133531157267,Fluid Power Valve and Hose Fitting Manufacturing,exact,Fluid Power Valve & Hose Fitting Mfg,332912 | Fluid Power Valve & Hose Fitting Mfg,332912 - Fluid Power Valve and Hose Fitting Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332912,2016,31.7,1941.5,20.3,41.8,950.7,9413.3,4142.9,5144.0,201.1,1941.2,78.3,3639.0,2756.7,882.3,1.062999964,0.954999983,1.011999965,1.230999947,-0.041000001,0.912999988,-0.041000001,0.912,114.79495268138801,11.399999999999999,162.27129337539432,296.9495268138801,Fluid Power Valve and Hose Fitting Manufacturing,exact,Fluid Power Valve & Hose Fitting Mfg,332912 | Fluid Power Valve & Hose Fitting Mfg,332912 - Fluid Power Valve and Hose Fitting Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332912,2017,32.3,2029.5,22.5,45.5,1159.3,10111.8,4721.0,5466.9,257.8,1968.1,83.9,,,,1.074000001,0.994000018,,1.373999953,,,,,,9.799999999999997,169.25386996904024,313.05882352941177,Fluid Power Valve and Hose Fitting Manufacturing,exact,Fluid Power Valve & Hose Fitting Mfg,332912 | Fluid Power Valve & Hose Fitting Mfg,332912 - Fluid Power Valve and Hose Fitting Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332912,2018,34.7,2308.1,25.1,51.2,1343.0,11114.9,5142.0,6030.1,,2073.6,85.0,,,,1.093999982,1.034999967,,1.404999971,,,,,,9.600000000000001,173.77809798270894,320.31412103746396,Fluid Power Valve and Hose Fitting Manufacturing,exact,Fluid Power Valve & Hose Fitting Mfg,332912 | Fluid Power Valve & Hose Fitting Mfg,332912 - Fluid Power Valve and Hose Fitting Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332913,2015,7.5,390.0,5.3,11.9,219.5,4458.2,2184.1,2311.8,51.1,604.3,17.0,991.9,737.8,254.1,1.06400001,0.94599998,1.004999995,0.99000001,0.003,1.046000004,0.003,1.046000004,132.25333333333333,2.2,308.24,594.4266666666666,Plumbing Fixture Fitting and Trim Manufacturing,exact,Plumbing Fixture Fitting & Trim Mfg,332913 | Plumbing Fixture Fitting & Trim Mfg,332913 - Plumbing Fixture Fitting and Trim Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332913,2016,7.6,408.7,5.5,12.2,224.6,4448.3,2249.5,2245.1,41.5,648.2,15.6,981.5,730.4,251.1,1.065999985,0.917999983,0.999000013,0.941999972,-0.028999999,1.016000032,-0.028999999,1.016000032,129.14473684210526,2.0999999999999996,295.4078947368421,585.3026315789474,Plumbing Fixture Fitting and Trim Manufacturing,exact,Plumbing Fixture Fitting & Trim Mfg,332913 | Plumbing Fixture Fitting & Trim Mfg,332913 - Plumbing Fixture Fitting and Trim Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332913,2017,9.0,491.0,6.7,14.5,286.2,4972.2,2179.3,2814.2,53.1,641.9,18.1,,,,1.088999987,0.967000008,,1.049000025,,,,,,2.3,312.68888888888887,552.4666666666667,Plumbing Fixture Fitting and Trim Manufacturing,exact,Plumbing Fixture Fitting & Trim Mfg,332913 | Plumbing Fixture Fitting & Trim Mfg,332913 - Plumbing Fixture Fitting and Trim Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332913,2018,9.4,508.3,6.8,14.4,310.5,5497.5,2496.4,2993.1,,631.3,18.0,,,,1.125,1.001000047,,1.07099998,,,,,,2.6000000000000005,318.4148936170213,584.8404255319149,Plumbing Fixture Fitting and Trim Manufacturing,exact,Plumbing Fixture Fitting & Trim Mfg,332913 | Plumbing Fixture Fitting & Trim Mfg,332913 - Plumbing Fixture Fitting and Trim Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
332919,2015,14.9,842.5,10.1,20.3,447.1,4514.3,2037.9,2405.5,146.7,904.5,51.5,2029.9,1454.7,575.2,1.01699996,0.970000029,1.008999944,1.036999941,-0.068999998,0.938000023,-0.068999998,0.938000023,136.23489932885906,4.800000000000001,161.4429530201342,302.9731543624161,Other Metal Valve and Pipe Fitting Manufacturing,exact,Other Metal Valve & Pipe Fitting Mfg,332919 | Other Metal Valve & Pipe Fitting Mfg,332919 - Other Metal Valve and Pipe Fitting Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
332919,2016,12.8,745.3,8.4,17.2,375.7,3985.3,1858.6,2075.5,105.7,806.9,46.4,2054.4,1482.0,572.5,1.014999986,0.954999983,1.006000042,0.981999993,-0.066,0.878000021,-0.066,0.878000021,160.5,4.4,162.1484375,311.3515625,Other Metal Valve and Pipe Fitting Manufacturing,exact,Other Metal Valve & Pipe Fitting Mfg,332919 | Other Metal Valve & Pipe Fitting Mfg,332919 - Other Metal Valve and Pipe Fitting Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
332919,2017,12.1,709.6,8.8,17.7,406.1,3920.1,1702.9,2250.4,105.7,841.3,42.4,,,,1.042999983,0.994000018,,1.093999982,,,,,,3.299999999999999,185.9834710743802,323.97520661157023,Other Metal Valve and Pipe Fitting Manufacturing,exact,Other Metal Valve & Pipe Fitting Mfg,332919 | Other Metal Valve & Pipe Fitting Mfg,332919 - Other Metal Valve and Pipe Fitting Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
332919,2018,11.8,691.0,8.4,14.7,379.4,4119.2,1716.5,2453.6,,886.6,46.7,,,,1.090000033,1.034999967,,1.116999984,,,,,,3.4000000000000004,207.93220338983048,349.0847457627118,Other Metal Valve and Pipe Fitting Manufacturing,exact,Other Metal Valve & Pipe Fitting Mfg,332919 | Other Metal Valve & Pipe Fitting Mfg,332919 - Other Metal Valve and Pipe Fitting Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
